	PhraseId	SentenceId	Phrase	Sentiment
15903	15904	683	The year 's greatest adventure , and Jackson 's limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate .	4
15943	15944	684	If this movie leaves you cool , it also leaves you intriguingly contemplative .	2
15957	15958	685	When all is said and done , she loves them to pieces -- and so , I trust , will you .	3
15979	15980	686	It takes you somewhere you 're not likely to have seen before , but beneath the exotic surface -LRB- and exotic dancing -RRB- it 's surprisingly old-fashioned .	3
16006	16007	687	Director Claude Chabrol has become the master of innuendo .	3
16015	16016	688	Woven together handsomely , recalling sixties ' rockumentary milestones from Lonely Boy to Do n't Look Back .	3
16036	16037	689	It 's petty thievery like this that puts flimsy flicks like this behind bars	0
16053	16054	690	Paul Cox needed to show it .	1
16061	16062	691	A film that will probably please people already fascinated by Behan but leave everyone else yawning with admiration .	2
16082	16083	692	The huskies are beautiful , the border collie is funny and the overall feeling is genial and decent .	3
16104	16105	693	They ought to be a whole lot scarier than they are in this tepid genre offering .	1
16123	16124	694	moved	3
16139	16140	695	Nearly every attempt at humor here is DOA .	0
16148	16149	696	A piquant meditation on the things that prevent people from reaching happiness .	2
16163	16164	697	This movie is to be cherished .	4
16169	16170	698	The Bard as black comedy -- Willie would have loved it .	4
16183	16184	699	Too bland and fustily tasteful to be truly prurient .	1
16195	16196	700	While Tattoo borrows heavily from both Seven and The Silence of the Lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .	4
16233	16234	701	Once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional .	1
16255	16256	702	The film is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .	3
16304	16305	703	Even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , Scratch is great fun , full of the kind of energy it 's documenting .	3
16341	16342	704	While it is interesting to witness the conflict from the Palestinian side , Longley 's film lacks balance ... and fails to put the struggle into meaningful historical context .	1
16375	16376	705	Producer John Penotti surveyed high school students ... and came back with the astonishing revelation that `` they wanted to see something that did n't talk down to them . ''	3
16412	16413	706	A real winner -- smart , funny , subtle , and resonant .	4
16423	16424	707	Ultimate X is a ride , basically the kind of greatest-hits reel that might come with a subscription to ESPN the Magazine .	2
16451	16452	708	Unfortunately , contrived plotting , stereotyped characters and Woo 's over-the-top instincts as a director undermine the moral dilemma at the movie 's heart .	2
16475	16476	709	Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .	4
16507	16508	710	Even a hardened voyeur would require the patience of Job to get through this interminable , shapeless documentary about the swinging subculture .	0
16535	16536	711	I 'd watch these two together again in a New York minute .	4
16548	16549	712	You can practically hear George Orwell turning over .	0
16560	16561	713	Ferrara 's best film in years .	4
16566	16567	714	Possibly not since Grumpy Old Men have I heard a film so solidly connect with one demographic while striking out with another .	2
16590	16591	715	No doubt the star and everyone else involved had their hearts in the right place .	3
16601	16602	716	... a visually seductive , unrepentantly trashy take on Rice 's second installment of her Vampire Chronicles .	2
16624	16625	717	Poetry in motion captured on film .	4
16631	16632	718	Pretend like your SAT scores are below 120 and you might not notice the flaws .	1
16649	16650	719	None of Birthday Girl 's calculated events take us by surprise ...	1
16661	16662	720	Twenty-three movies into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style finally has failed him .	1
16686	16687	721	It 's like a `` Big Chill '' reunion of the Baader-Meinhof Gang , only these guys are more harmless pranksters than political activists .	2
16717	16718	722	Ms. Hutchins is talented enough and charismatic enough to make us care about Zelda 's ultimate fate .	4
16738	16739	723	Successfully blended satire , high camp and yet another sexual taboo into a really funny movie .	3
16756	16757	724	Really is a pan-American movie , with moments of genuine insight into the urban heart .	3
16774	16775	725	Same song , second verse , coulda been better , but it coulda been worse .	2
16791	16792	726	The superior plotline is n't quite enough to drag along the dead -LRB- water -RRB- weight of the other .	1
16811	16812	727	Crikey indeed .	2
16814	16815	728	It 's exactly what you 'd expect .	2
16822	16823	729	It 's definitely not made for kids or their parents , for that matter , and I think even fans of Sandler 's comic taste may find it uninteresting .	1
16851	16852	730	You can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed .	0
16882	16883	731	A stirring road movie .	3
16885	16886	732	If you 've grown tired of going where no man has gone before , but several movies have - take heart .	3
16907	16908	733	It has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .	3
16936	16937	734	It just goes to show , an intelligent person is n't necessarily an admirable storyteller .	1
16951	16952	735	Perhaps the best sports movie I 've ever seen .	4
16959	16960	736	Just send it to Cranky .	1
16966	16967	737	Steven Soderbergh does n't remake Andrei Tarkovsky 's Solaris so much as distill it .	1
16982	16983	738	Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .	1
17025	17026	739	In theory , a middle-aged romance pairing Clayburgh and Tambor sounds promising , but in practice it 's something else altogether -- clownish and offensive and nothing at all like real life .	1
17065	17066	740	Works better in the conception than it does in the execution ... winds up seeming just a little too clever .	1
17085	17086	741	New Yorkers always seem to find the oddest places to dwell ...	2
17099	17100	742	Vaguely interesting , but it 's just too too much .	1
17108	17109	743	With all the sympathy , empathy and pity fogging up the screen ... His Secret Life enters the land of unintentional melodrama and tiresome love triangles .	1
17136	17137	744	Van Wilder has a built-in audience , but only among those who are drying out from spring break and are still unconcerned about what they ingest .	1
17167	17168	745	No , even that 's too committed .	1
17175	17176	746	The large-frame IMAX camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers .	4
